[ 2012-10-05T12:49:21+08:00 ] /talent_pool/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002196s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002486s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.020090s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.002666s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.014554s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.000945s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.019507s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.000983s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003081s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003475s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run ParseTemplate Behavior [ RunTime:0.040512s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.040839s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run ContentReplace Behavior [ RunTime:0.002081s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run TokenBuild Behavior [ RunTime:0.002348s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001626s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002361s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009238s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005330s ]
[ 2012-10-05T13:22:08+08:00 ] /talent_pool/index.php/Company/talent_search/filter/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005653s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.004042s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.004380s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004953s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005256s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.016037s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.002844s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.013840s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001600s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.017398s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001854s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.004306s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.004701s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.044374s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.044700s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ContentReplace Behavior [ RunTime:0.002510s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run TokenBuild Behavior [ RunTime:0.002743s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003883s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowRuntime Behavior [ RunTime:0.002963s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012945s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowPageTrace Behavior [ RunTime:0.008365s ]
[ 2012-10-05T13:22:18+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --END-- [ RunTime:0.008685s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.003481s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.004925s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002639s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002921s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.020276s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.002109s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.014134s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.002463s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.014921s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001362s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.004425s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.004728s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.048398s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.048803s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ContentReplace Behavior [ RunTime:0.002720s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run TokenBuild Behavior [ RunTime:0.002548s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001660s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowRuntime Behavior [ RunTime:0.002936s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010651s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowPageTrace Behavior [ RunTime:0.006089s ]
[ 2012-10-05T13:23:03+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --END-- [ RunTime:0.007567s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.003683s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.004046s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002745s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003056s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.020482s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.001600s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.016198s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.002062s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.016457s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.003121s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.004122s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.004453s ]
[ 2012-10-05T13:24:26+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.044833s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.045165s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ContentReplace Behavior [ RunTime:0.002459s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run TokenBuild Behavior [ RunTime:0.002753s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002140s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowRuntime Behavior [ RunTime:0.002582s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010949s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowPageTrace Behavior [ RunTime:0.005934s ]
[ 2012-10-05T13:24:27+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --END-- [ RunTime:0.006248s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.004370s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.004779s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004163s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004500s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.018995s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.001542s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.019273s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.002272s ]
[ 2012-10-05T13:24:47+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.017683s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001152s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.004924s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.005231s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.043379s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.043709s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ContentReplace Behavior [ RunTime:0.002882s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run TokenBuild Behavior [ RunTime:0.002933s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002107s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowRuntime Behavior [ RunTime:0.004242s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --END-- [ RunTime:0.013027s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowPageTrace Behavior [ RunTime:0.006321s ]
[ 2012-10-05T13:24:48+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --END-- [ RunTime:0.006748s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.008989s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.009592s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003942s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004244s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.017312s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.001488s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.018225s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001824s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.016300s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001300s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.004227s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.004539s ]
[ 2012-10-05T13:28:09+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.043645s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.043964s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ContentReplace Behavior [ RunTime:0.003619s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run TokenBuild Behavior [ RunTime:0.003970s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002642s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowRuntime Behavior [ RunTime:0.003087s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --END-- [ RunTime:0.014126s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --START--
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ShowPageTrace Behavior [ RunTime:0.006845s ]
[ 2012-10-05T13:28:10+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_end ] --END-- [ RunTime:0.007227s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --START--
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run CheckRoute Behavior [ RunTime:0.026269s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ route_check ] --END-- [ RunTime:0.026690s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --START--
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ReadHtmlCache Behavior [ RunTime:0.011686s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ app_begin ] --END-- [ RunTime:0.012017s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | NOTIC: [2048] Declaration of CompanyAction::mailbox() should be compatible with that of CommonUserAction::mailbox() CompanyAction.class.php 第 3 行.
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `student` [ RunTime:0.030203s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `student` LIMIT 0,30   [ RunTime:0.001419s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.015937s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.002268s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SHOW COLUMNS FROM `university` [ RunTime:0.026110s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | SQL: SELECT * FROM `university` WHERE ( `uid` = 'SYSU' ) LIMIT 1   [ RunTime:0.001713s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --START--
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run LocationTemplate Behavior [ RunTime:0.022434s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_template ] --END-- [ RunTime:0.022770s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --START--
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Run ParseTemplate Behavior [ RunTime:0.108193s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_parse ] --END-- [ RunTime:0.108549s ]
[ 2012-10-05T13:41:33+08:00 ] /talent_pool/index.php/Company/talent_search | INFO: Tag[ view_filter ] --START--
